Year	Author	Temperature	Pressure	Molar Density	Enthalpy	Entropy	Gibbs Energy	Volume
1970.	Leming	114.914	67362.407042	211887.16166173157	380760.139166724	-137.78098763825525	396593.10358018643	4.719493112076585e-6
1970.	Leming	114.855	66966.707346	211641.40486913585	378944.0959628551	-137.32364325001254	394716.40300833527	4.724973360568692e-6
1970.	Leming	114.457	64321.598866	209968.020218657	366751.5169416108	-134.22836923463473	382114.89339909935	4.762630037462932e-6
1970.	Leming	114.01	61448.243122	208086.9271686608	353397.82592690043	-130.7939009096527	368309.63856960996	4.805683920688922e-6
1970.	Leming	113.608	58925.65756000001	206376.53056361628	341576.3272584547	-127.70920540337033	356085.1146659208	4.845512216282493e-6
1970.	Leming	113.141	56158.826094	204432.6262784107	328497.6564411589	-124.25891307556995	342556.434125442	4.891587112118444e-6
1970.	Leming	113.072	55688.466078000005	204093.88288932174	326263.4097304506	-123.65358575099968	340245.1679784876	4.89970588948171e-6
1970.	Leming	112.649	53347.065114000005	202377.14314700497	315080.369261111	-120.66425092059794	328673.07646306546	4.941269475642359e-6
1970.	Leming	112.494	52415.277656000006	201676.1533766743	310605.78737264505	-119.44187548624646	324042.28171359486	4.95844443310202e-6
1970.	Leming	112.179	50768.217668	200414.45204216038	302655.726063586	-117.28462796809212	315812.5983444186	4.989660125855764e-6
1970.	Leming	111.939	49366.203516	199312.37544551192	295852.98236073623	-115.39220488788281	308769.8703836809	5.017249921209134e-6
1970.	Leming	111.65	47985.387562	198205.06105694393	289112.7524539478	-113.54138491945953	301789.6480802054	5.045279846374366e-6
1970.	Leming	111.433	46831.885618	197258.57051522649	283456.53557212953	-111.95078708983294	295931.5476299108	5.069488222428386e-6
1970.	Leming	111.169	45583.991698	196214.8633534886	277305.37190449686	-110.22794202325807	289559.3019912804	5.096453871582917e-6
1970.	Leming	110.772	43606.826438000004	194511.41772962772	267496.35654826596	-107.4231544704556	279395.8342152672	5.1410863777159205e-6
1970.	Leming	110.512	42434.392770000006	193472.9590487545	261638.42764843564	-105.74438609935137	273324.45124504715	5.168680961498105e-6
1970.	Leming	110.305	41437.410854	192570.54160426895	256634.56113463157	-104.28406636788465	268137.6150753411	5.192902256332605e-6
1970.	Leming	109.982	40042.996056	191280.3782125495	249595.15146606605	-102.23307617007542	260838.9496494033	5.227927764178753e-6
1970.	Leming	109.6	38281.279148	189595.46750585997	240637.8793296675	-99.56060470996053	251549.7216058792	5.274387690565927e-6
1970.	Leming	109.476	37857.315188	189182.56450432292	238468.21805316256	-98.93138140901618	249298.82996429602	5.28589937777881e-6
1970.	Leming	108.828	35171.01021	186466.38732937028	224624.65604052023	-94.7365551277822	234934.64586196654	5.362896843352369e-6
1970.	Leming	108.746	34897.433466	186181.37433683992	223202.6774578896	-94.31089291383212	233458.6098186972	5.371106554358101e-6
1970.	Leming	108.341	33287.970282	184461.87889975976	214800.75266006263	-91.7074756563311	224736.4322801452	5.421174315064956e-6
1970.	Leming	108.029	32166.332296	183224.89925933626	208898.4440133025	-89.87107344773172	218607.1262067875	5.45777350154032e-6
1970.	Leming	107.926	31813.028996	182828.2703726034	207031.04602716345	-89.28818942397876	216667.56315893578	5.469613632300975e-6
1970.	Leming	107.799	27915.760292	178131.90810494887	186239.07068434556	-81.8880010439509	195066.5153088824	5.6138173707252724e-6
1970.	Leming	107.317	29629.881246	180292.5837908726	195406.5631210743	-85.57826836678737	204590.5661473928	5.546539846364027e-6
1970.	Leming	107.279	29465.895186	180095.5371199747	194527.68464763032	-85.28773385889241	203677.26744827844	5.552608443227705e-6
1970.	Leming	106.799	27915.760292	178194.94978161046	186164.87929423293	-82.57945363883007	194984.28236340635	5.611831318595534e-6
1970.	Leming	106.138	25840.203396	175511.2858782797	174829.55021642044	-78.82231641097107	183195.5932356481	5.69763929992239e-6
1970.	Leming	105.588	24187.810528	173247.0851481406	165682.7515786165	-75.71787093357418	173677.65013475073	5.772102884991786e-6
1970.	Leming	105.304	23407.210218	172134.66924086935	161320.1297291812	-74.22377329226009	169136.18995194937	5.809404952587979e-6
1970.	Leming	104.978	22487.021774	170782.99669383804	156143.254527132	-72.41804217321825	163745.5557583921	5.855383845926394e-6
1970.	Leming	104.54	21338.852710000003	169033.35839658286	149626.29153380106	-70.12291150736382	156956.94070278088	5.9159920236206805e-6
1970.	Leming	104.37	20877.958556	168308.85098483186	146992.5847120953	-69.17722039042278	154212.6112042437	5.941458183266434e-6
1970.	Leming	103.886	19654.729206	166322.42611139215	139947.49309920828	-66.6270131668555	146869.10698906024	6.012418309304025e-6
1970.	Leming	102.776	17134.676762	161894.36038034977	125162.43822928226	-61.129659033541245	131445.10006611346	6.176867419288911e-6
1970.	Leming	102.463	16471.799778	160642.34916498998	121207.32115553567	-59.61712713445125	127315.87085311295	6.225008568400204e-6
1970.	Leming	102.226	15973.708786000001	159674.1083390949	118216.0382282413	-58.45750948196526	124191.91559254468	6.262756124971316e-6
1970.	Leming	101.834	15193.508442	158107.68694296814	113494.4673432555	-56.609092264666266	119259.19764493553	6.32480317266747e-6
1970.	Leming	101.224	14033.473720000002	155653.26710403548	106389.00436267778	-53.768040824154944	111831.62052706204	6.424535884181733e-6
1970.	Leming	100.749	13192.745187999999	153769.91017009615	101170.11927655371	-51.63834300953391	106372.63069642123	6.503222892527067e-6
1970.	Leming	100.213	12283.62247	151619.99291136727	95456.21435219694	-49.253457827095964	100392.0511214237	6.595436266670791e-6
1970.	Leming	99.378	10980.533242000001	148301.66318779532	87124.64883363074	-45.67761446781776	91663.99880421354	6.743012711419789e-6
1970.	Leming	98.506	9748.771284	144857.02164264352	79076.8790841261	-42.095733668479305	83223.56142487332	6.903358833836581e-6
1970.	Leming	97.418	8374.354786	140568.16799361949	69867.94533544713	-37.81388678349841	73551.69855812198	7.113986148310554e-6
1970.	Leming	96.734	7597.887458	137885.91289742163	64541.90396549006	-35.23440148410953	67950.26855865392	7.252372479442019e-6
1970.	Leming	95.974	6810.354404000001	134927.96141707664	59034.99361843855	-32.47589778771829	62151.83543271702	7.411362252104988e-6
1970.	Leming	94.889	5804.706558000001	130717.25365906187	51826.26110067151	-28.696699035322105	54549.26217543419	7.65009952403231e-6
1970.	Leming	94.238	5261.686052	128191.1538080966	47838.861459258485	-26.50897323582051	50337.01407905574	7.80085029499781e-6
1970.	Leming	90.45	2888.154486	113752.01173733729	29346.600069055352	-15.063377253629831	30709.082541646174	8.791053316130197e-6
1970.	Leming	90.25	2795.09573	113010.8500930093	28574.884017663608	-14.520672881236466	29885.3747451952	8.848707882269604e-6
1970.	Leming	90.029	2693.3710440000004	112177.1931534282	27726.175110162258	-13.913360666362646	28978.78105759422	8.914468011623977e-6
1970.	Leming	89.66	2533.517966	110815.0010579327	26380.542050535933	-12.93364068892562	27540.172274705008	9.024049004675931e-6
1970.	Leming	89.644	2526.851866	110756.72468533154	26324.09802967693	-12.892068726171626	27479.79463856586	9.028797148354447e-6
1970.	Leming	89.114	2309.670328	108785.61337518848	24470.642976555602	-11.494917239079374	25495.001031398922	9.1923919806484e-6
1970.	Leming	88.189	1969.565906	105376.00595178783	21504.399390796054	-9.136402171292351	22310.129561880152	9.48982636955822e-6
1970.	Leming	87.877	1865.84139	104242.2387733452	20582.401471670513	-8.368232210961313	21317.776613673163	9.593040323839443e-6
1970.	Leming	87.366	1703.9884820000002	102366.8424780612	19125.937414395572	-7.111004791315263	19747.19745899362	9.768788171954366e-6
1970.	Leming	87.328	1694.389298	102251.81104361247	19038.613120476028	-7.03657993950868	19653.103573433444	9.779777881620892e-6
1970.	Leming	86.882	1564.2670260000002	100629.8612452168	17849.223080368076	-5.965832003942813	18367.546496534633	9.937408117488909e-6
1970.	Leming	86.468	1456.276206	99201.2664936784	16848.73305706064	-5.039672620485732	17284.503469208797	0.000010080516462597027
1970.	Leming	86.027	1339.086168	97547.38257335122	15750.054903493312	-3.9671390316336534	16091.335972967661	0.000010251428317392783
1970.	Leming	85.316	1175.90004	95043.02110434728	14191.83204423947	-2.3781359816838004	14394.725093652807	0.00001052155106582844
1970.	Leming	84.635	1033.7787879999998	92622.34052613945	12806.199229159907	-0.8631425987539063	12879.251303005445	0.00001079653131544203
1970.	Leming	84.138	941.91993	90913.16238422335	11894.129617221666	0.18958117421667167	11878.178636385424	0.000010999507373571853
1970.	Leming	83.879	897.657026	90041.97772547262	11449.566271777117	0.720948065669277	11389.093868976845	0.000011105931091927835
1970.	Leming	83.215	785.666546	87667.91867192887	10310.453304243363	2.1696508643401002	10129.905807567304	0.000011406681202757907
1970.	Leming	82.761	718.205614	86105.13756649556	9612.134006323362	3.110065837792736	9354.741847521796	0.00001161370887106173
1970.	Leming	81.896	606.4817780000001	83239.7833248524	8432.986678750474	4.810021657126792	8039.065145118418	0.000012013486340989021
1970.	Leming	80.746	480.49248800000004	79446.47555267805	7065.769542058806	7.033259372223813	6497.861980789221	0.000012587090780848254
1970.	Leming	80.156	424.097282	77481.2702189303	6439.1187902064985	8.17651662124222	5783.721923914207	0.000012906344942131306
1970.	Leming	79.054	336.63805	73973.51812824306	5445.045427624212	10.189179233638999	4639.550052488114	0.00001351835123302322
1970.	Leming	78.199	281.30942	71352.81582800225	4800.526014447199	11.672974214491148	3887.711103848206	0.000014014863862002658
1970.	Leming	77.853	261.577764	70316.2080008655	4567.4076027850215	12.255165083586661	3613.3062355325496	0.000014221472238487196
1970.	Leming	76.773	207.182388	67076.60221330065	3915.9204719979252	14.064352818085682	2836.1579130950336	0.000014908328194979882
1970.	Leming	75.278	151.05382600000002	62882.29766537205	3227.293355201865	16.35564785714332	1996.0728958118295	0.00001590272679477294
1970.	Leming	74.027	112.123802	59042.01293309466	2745.5650746560723	18.447603885107732	1379.9443018532022	0.000016937091916787828
1970.	Leming	72.279	69.727406	53002.98537622823	2229.1399788301	21.70010936823982	660.6777738030943	0.000018866861798477086
1970.	Leming	71.057	51.862258000000004	49281.37286086349	2017.1927380961974	23.61003207900773	339.5346886581452	0.00002029164249996258
1970.	Leming	70.342	39.32999	45552.53119126452	1893.3986087307826	25.59168113360091	93.22857443102735	0.000021952676917144993
1970.	Leming	68.663	24.797892	39202.3066642808	1773.8639809059894	28.782230835767994	-202.41033497034817	0.000025508703060862245
1970.	Leming	68.07	18.665080000000003	34674.40000836152	1771.0606383622285	31.16364301676578	-350.2485417890181	0.000028839720363116772
1970.	Leming	67.589	17.465182000000002	33778.12733305849	1762.6674735387885	31.556698083691145	-370.21819323981293	0.000029604956785786785
1970.	Leming	66.822	12.265624	27304.398733495807	1828.3358512684374	35.05486305904558	-514.1002080631064	0.00003662413553803128
1970.	Leming	66.59	11.719003800000001	26503.485281071447	1835.838031401225	35.47189245077128	-526.2352868956345	0.00003773088668886092
1935.	Keesom	115.94	73193.778	215371.28012446157	407314.3196206464	-144.19763889879883	424032.5938745732	4.643144617156507e-6
1935.	Keesom	115.32	69692.74228	213307.90362811487	391421.08665933734	-140.3885941755864	407610.699339666	4.688058824784192e-6
1935.	Keesom	115.29	69618.08196000001	213263.96633912466	391078.7590381482	-140.32163785531017	407256.440666487	4.6890246728781e-6
1935.	Keesom	113.84	60389.53312	207376.20139486287	348447.6283427011	-129.50957825196932	363190.9987309053	4.822154100970874e-6
1935.	Keesom	112.28	51243.64392	200781.40929708545	304956.3634212729	-117.9030593572	318194.5189258993	4.980540795589066e-6
1935.	Keesom	111.73	48323.892120000004	198478.33828520536	290769.26517982344	-113.99048614020165	303505.4221962682	5.038333193635672e-6
1935.	Keesom	111.51	47230.65172	197587.76970778804	285414.9912109921	-112.50157842081988	297960.0422206977	5.061041994040912e-6
1935.	Keesom	110.54	42708.36948	193719.68024962497	263007.12399109505	-106.16509191277295	274742.6132511329	5.1620981343321e-6
1935.	Keesom	106.8	27906.96104	178183.68195503106	186117.4435128274	-82.56123540961023	194934.98345457375	5.612186194762628e-6
1935.	Keesom	106.52	27049.700580000004	177095.89051512527	181454.4666629495	-81.03477814462178	190086.29123091465	5.646658412520265e-6
1935.	Keesom	102.85	17414.51964	162414.83574632448	126820.01148119968	-61.79300307268591	133175.42184722543	6.157073000165445e-6
1935.	Keesom	98.04	9140.55632	143024.05268553883	75033.71797252959	-40.24252963253051	78979.09557770287	6.991830962856711e-6
1935.	Keesom	93.14	4452.9547999999995	124006.7913131582	41754.33089767002	-23.017514672501083	43898.18221426677	8.064074470523707e-6
1935.	Keesom	90.21	2761.09862	112732.1217767081	28293.092480082705	-14.305556694019547	29583.59674945021	8.870586166919932e-6
1935.	Keesom	90.16	2751.7660800000003	112658.5083321559	28214.18489539238	-14.262261864378344	29500.07042508473	8.87638239494222e-6
1935.	Keesom	90.06	2687.7715200000002	112126.78153894044	27680.89446927711	-13.861748929471007	28929.28357786527	8.918475909813844e-6
1935.	Keesom	86.95	1587.8650200000002	100933.35183095449	18065.62381573509	-6.17003536035862	18602.10839031827	9.90752790687882e-6
1935.	Keesom	86.	1339.8861	97562.181741939	15756.622215288722	-3.9861187468057606	16099.428427514018	0.000010249873282304126
1935.	Keesom	82.91	731.9377800000001	86425.79981388508	9756.680276364163	2.9333524396867103	9513.476025589738	0.000011570618983607498
1935.	Keesom	78.66	313.3067	72923.26398074786	5173.348834097023	10.771792095029785	4326.0396679019805	0.000013713044992939503
1958.	Fisher	80.	422.63074	77448.68214169833	6418.594855516755	8.15663278233709	5766.064232929789	0.000012911775544100583
1958.	Fisher	79.	339.97110000000004	74136.62467548436	5480.53307617442	10.06871383977611	4685.104682832109	0.000013488609771179425
1958.	Fisher	78.	271.97688	70877.12658511993	4689.379788948403	11.93013297014825	3758.829417276839	0.000014108924108245971
1958.	Fisher	77.	215.98164	67638.37254034047	4023.283010691646	13.761696927674432	2963.632347260716	0.000014784507113969753
1958.	Fisher	76.	171.98538000000002	64557.53201949029	3489.10801133867	15.474926494902192	2313.013597726104	0.000015490059311717405
1958.	Fisher	75.	135.98844	61475.254489977866	3046.188697700224	17.169513754369305	1758.4751661225266	0.000016266707772035773
1958.	Fisher	74.	107.32421000000001	58444.917056433136	2690.581380430332	18.80859574417961	1298.745295361041	0.00001711012779835793
1958.	Fisher	73.	84.65947	55459.32744688735	2409.4520749774397	20.394021265429462	920.6885226010888	0.000018031232004349252
1958.	Fisher	72.	66.394356	52415.47325336346	2186.4703269356355	21.985152111909127	603.5393748781783	0.00001907833580298411
1961.	Beaumont	115.758	73160.4475	215362.13514451584	407144.4874602504	-144.3277267519528	423851.5764536029	4.643341780248248e-6
1961.	Beaumont	115.661	72265.85687999999	214838.90330176443	403103.6739752081	-143.3068732384041	419678.69024083513	4.654650459630173e-6
1961.	Beaumont	115.626	71981.88102	214671.96349237702	401818.5395159204	-142.9853034314088	418351.3582104804	4.658270151963789e-6
1961.	Beaumont	115.112	68459.51378000001	212560.5092666934	385788.45221661794	-139.00908564213162	401790.06608305493	4.704542736794677e-6
1961.	Beaumont	113.447	57764.42294	205567.80330256367	336105.04855028156	-126.24240551421966	350426.8707286532	4.864575015807103e-6
1961.	Beaumont	113.228	56435.202600000004	204627.8619237012	329813.3778506412	-124.57302661259563	343918.5325079322	4.886920044020526e-6
1961.	Beaumont	110.836	43844.27292	194718.27777756145	268680.13490706944	-107.75080859233186	280622.80352820916	5.135624715941463e-6
1961.	Beaumont	110.495	42237.74282	193294.89018681133	260655.2725957526	-105.43911483593992	272305.76758954977	5.173442500386546e-6
1961.	Beaumont	108.125	32485.23852	183579.6814876595	210581.0075347827	-90.39171386810169	220354.61159677117	5.4472259233504635e-6
1961.	Beaumont	107.651	30750.7193	181611.4490714505	201395.4326199808	-87.48704064654582	210813.50003262208	5.506260784288852e-6
1961.	Beaumont	104.906	22320.769239999998	170534.81483019632	155202.90053021553	-72.09571455533236	162766.17356135722	5.863905273510941e-6
1961.	Beaumont	104.691	21699.488719999998	169590.1962014543	151680.9760636068	-70.84288903763544	159097.5889598459	5.896567268617999e-6
1961.	Beaumont	101.984	15524.01368	158780.23692769278	115498.94475766072	-57.40840161055774	121353.68318751187	6.298013023216434e-6
1961.	Beaumont	98.959	10455.11124	146876.8165266186	83710.57053627424	-44.20674542697978	88085.22585698274	6.808426432763602e-6
