Year	Author	Temperature	Pressure	Change in Enthalpy	Molar Density	Enthalpy
1962.	Lahr	198.	101.4321672761659	2.77	35132.33343659973	5.978186135900944
1962.	Lahr	231.	203.26998368093956	2.887	45449.89836356806	7.949481064489326
1962.	Lahr	262.	305.30373098461655	2.891	51239.46365969166	9.903520847158436
1962.	Lahr	292.	408.7286017896752	2.946	55311.37303199689	11.83436621958977
1962.	Lahr	322.	516.0672660498066	2.782	58550.51244718355	13.78659238438802
1962.	Lahr	351.	623.1010738520974	2.741	61176.37732815784	15.6865896114012
1962.	Lahr	379.	729.1919383924462	2.77	63381.78876981097	17.52943071168085
1962.	Lahr	406.	833.8349089576335	2.866	65278.61437108639	19.312305281725664
